AddressId,StreetAddress,Latitude,Longitude,Status
116,1011 ERICHSON STREET,-95.3780930323,29.7603141026,L
117,1010 ERICHSON STREET,-95.3780931479,29.7603682364,L
118,1107 ERICHSON STREET,-95.3788080052,29.7603129385,L
119,1012 ERICHSON STREET,-95.3781552442,29.7603681354,L
120,1111 ERICHSON STREET,-95.3789397924,29.7603127235,L
121,1112 ERICHSON STREET,-95.3790058021,29.7603667497,L
122,1115 ERICHSON STREET,-95.3790715796,29.7603125083,L
123,1114 ERICHSON STREET,-95.3790716957,29.7603666421,L
124,1117 ERICHSON STREET,-95.3791374732,29.7603124007,L
125,1204 ERICHSON STREET,-95.3796149691,29.7603665727,L
126,1116 ERICHSON STREET,-95.3791375893,29.7603665345,L
127,1205 ERICHSON STREET,-95.3796150931,29.7603124389,L
128,1209 ERICHSON STREET,-95.3797539951,29.760312681,L
129,1210 ERICHSON STREET,-95.3798233223,29.7603669358,L
130,1207 ERICHSON STREET,-95.3796845441,29.76031256,L
131,1212 ERICHSON STREET,-95.3798927734,29.7603670567,L
132,1211 ERICHSON STREET,-95.3798234462,29.760312802,L
133,1213 ERICHSON STREET,-95.3798928972,29.7603129229,L
134,1214 ERICHSON STREET,-95.3799622244,29.7603671776,L
135,1216 ERICHSON STREET,-95.3800316755,29.7603672985,L
136,1215 ERICHSON STREET,-95.3799623482,29.7603130438,L
137,1219 ERICHSON STREET,-95.3801012503,29.7603132855,L
138,1218 ERICHSON STREET,-95.3801011266,29.7603674193,L
139,1302 ERICHSON STREET,-95.3804503373,29.7603681541,L
140,1304 ERICHSON STREET,-95.3805233125,29.7603683337,L
141,710 HARDCASTLE ALLEY,-95.375783258,29.7593666696,L
142,712 HARDCASTLE ALLEY,-95.3758589271,29.7593671967,L
143,714 HARDCASTLE ALLEY,-95.3759345962,29.7593677237,L
144,711 HARDCASTLE ALLEY,-95.3757837533,29.7593125374,L
145,708 HARDCASTLE ALLEY,-95.3757075888,29.7593661424,L
146,715 HARDCASTLE ALLEY,-95.3759350915,29.7593135915,L
147,717 HARDCASTLE ALLEY,-95.3760107606,29.7593141185,L
148,719 HARDCASTLE ALLEY,-95.3760864297,29.7593146455,L
149,720 HARDCASTLE ALLEY,-95.3761616037,29.7593693046,L
150,800 HARDCASTLE ALLEY,-95.3763695104,29.759367406,L
151,802 HARDCASTLE ALLEY,-95.3764536429,29.7593652831,L
152,807 HARDCASTLE ALLEY,-95.3766201144,29.7593069257,L
153,809 HARDCASTLE ALLEY,-95.3767042469,29.7593048026,L
154,834 ARTHUR ST,-95.3770841252,29.7585615846,L
155,810 HARDCASTLE ALLEY,-95.3767901731,29.7593567908,L
156,811 HARDCASTLE ALLEY,-95.3767883794,29.7593026795,L
157,812 HARDCASTLE ALLEY,-95.3768743056,29.7593546675,L
158,815 HARDCASTLE ALLEY,-95.3769566444,29.759298433,L
159,819 HARDCASTLE ALLEY,-95.3772656476,29.7593617759,L
160,820 HARDCASTLE ALLEY,-95.3773733302,29.7593137148,L
161,818 HARDCASTLE ALLEY,-95.3772697264,29.7593077591,L
162,817 HARDCASTLE ALLEY,-95.3771620437,29.75935582,L
163,821 HARDCASTLE ALLEY,-95.3773692515,29.7593677316,L
164,822 HARDCASTLE ALLEY,-95.3774769341,29.7593196705,L
165,1203 HIGH ST,-95.3795556621,29.7617311345,L
166,825 HARDCASTLE ALLEY,-95.3775764593,29.7593796429,L
167,1119 HIGH ST,-95.379212773,29.7617291195,L
168,1204 HIGH ST,-95.3796230933,29.761785728,L
169,1205 HIGH ST,-95.3796235763,29.7617315957,L
170,1209 HIGH ST,-95.3797594046,29.7617325182,L
171,1210 HIGH ST,-95.3798268359,29.7617871116,L
172,1214 HIGH ST,-95.3799626643,29.7617880339,L
173,1211 HIGH ST,-95.3798273187,29.7617329794,L
174,1215 HIGH ST,-95.379963147,29.7617339016,L
175,1216 HIGH ST,-95.3800305784,29.7617884949,L
176,705 HOBSON ST,-95.375529554,29.7585466951,L
177,710 HOBSON ST,-95.3757676502,29.7586024627,L
178,709 HOBSON ST,-95.3756886097,29.7585477853,L
179,714 HOBSON ST,-95.375926706,29.7586035527,L
180,712 HOBSON ST,-95.3758471781,29.7586030077,L
181,716 HOBSON ST,-95.3760062339,29.7586040976,L
182,718 HOBSON ST,-95.3760857618,29.7586046425,L
183,809 HOBSON ST,-95.3765642065,29.7582954214,L
184,811 HOBSON ST,-95.3766120874,29.7582954258,L
185,813 HOBSON ST,-95.3766599682,29.7582954302,L
186,812 HOBSON ST,-95.3766599617,29.7583495642,L
187,815 HOBSON ST,-95.3767078491,29.7582954346,L
188,816 HOBSON ST,-95.3767557235,29.758349573,L
189,817 HOBSON ST,-95.37675573,29.758295439,L
190,814 HOBSON ST,-95.3767078426,29.7583495686,L
191,820 HOBSON ST,-95.3768514854,29.7583495817,L
192,818 HOBSON ST,-95.3768036044,29.7583495773,L
193,822 HOBSON ST,-95.3768993663,29.758349586,L
194,903 HOBSON ST,-95.3771969504,29.7582963432,L
195,907 HOBSON ST,-95.3772823149,29.7582968555,L
196,911 HOBSON ST,-95.3773676793,29.7582973677,L
197,801 HOWARD ST,-95.3777860147,29.7587165203,L
198,811 HOWARD ST,-95.3778111904,29.7587160995,L
199,912 HOBSON ST,-95.377409935,29.7583517565,L
200,817 HOWARD ST,-95.3778262959,29.7587158471,L
201,821 HOWARD ST,-95.3778363662,29.7587156788,L
202,813 HOWARD ST,-95.3778162256,29.7587160154,L
203,1020 HOWARD ST,-95.3782952952,29.7587621521,L
204,1104 HOWARD ST,-95.3786960761,29.7587531602,L
205,1102 HOWARD ST,-95.3786246269,29.7587550193,L
206,1106 HOWARD ST,-95.3787675254,29.7587513011,L
207,1108 HOWARD ST,-95.3788389746,29.758749442,L
208,1107 HOWARD ST,-95.378765676,29.7586971913,L
209,1109 HOWARD ST,-95.3788371252,29.7586953322,L
210,1111 HOWARD ST,-95.3789085744,29.758693473,L
211,1110 HOWARD ST,-95.3789104239,29.7587475829,L
212,1112 HOWARD ST,-95.3789818731,29.7587457237,L
213,1114 HOWARD ST,-95.3790533223,29.7587438644,L
214,1113 HOWARD ST,-95.3789800236,29.7586916138,L
215,1117 HOWARD ST,-95.379122922,29.7586878953,L
216,1119 HOWARD ST,-95.3791943712,29.758686036,L
217,1201 HOWARD ST,-95.3794736303,29.7586818365,L
218,1118 HOWARD ST,-95.3791962208,29.7587401458,L
219,1207 HOWARD ST,-95.3796841398,29.7586825721,L
220,1209 HOWARD ST,-95.3797543096,29.7586828173,L
221,1202 HOWARD ST,-95.3795435516,29.7587362152,L
222,1211 HOWARD ST,-95.3798244795,29.7586830624,L
223,1215 HOWARD ST,-95.3799648191,29.7586835525,L
224,1214 HOWARD ST,-95.3799645708,29.758737686,L
225,1218 HOWARD ST,-95.3801049106,29.7587381759,L
226,1304 HOWARD ST,-95.3805114478,29.7587406377,L
227,1302 HOWARD ST,-95.3804465858,29.7587401211,L
228,1306 HOWARD ST,-95.3805763098,29.7587411543,L
229,1308 HOWARD ST,-95.3806411717,29.7587416708,L
230,1310 HOWARD ST,-95.3807060337,29.7587421874,L
231,1307 HOWARD ST,-95.380576876,29.7586870226,L
232,1312 HOWARD ST,-95.3807708957,29.7587427038,L
233,1311 HOWARD ST,-95.3807065999,29.7586880557,L
234,1314 HOWARD ST,-95.3808357577,29.7587432203,L
235,1316 HOWARD ST,-95.3809006197,29.7587437367,L
236,1320 HOWARD ST,-95.3810303437,29.7587447695,L
237,1318 HOWARD ST,-95.3809654817,29.7587442531,L
238,1409 HOWARD ST,-95.3815774612,29.7586671959,L
239,1410 HOWARD ST,-95.3816515312,29.758716647299998,L
240,1407 HOWARD ST,-95.3815080185,29.7586717276,L
241,1411 HOWARD ST,-95.3816469038,29.7586626642,L
242,1412 HOWARD ST,-95.3817209739,29.7587121155,L
243,519 LAMB ST,-95.3802392085,29.7616991994,L
244,600 LAMB ST,-95.3803041128,29.7606803922,L
245,601 LAMB ST,-95.3802421288,29.7606591198,L
246,603 LAMB ST,-95.3802422001,29.760633752,L
247,604 LAMB ST,-95.3803042528,29.7606305022,L
248,605 LAMB ST,-95.3802422713,29.7606083842,L
249,602 LAMB ST,-95.3803041828,29.7606554472,L
250,607 LAMB ST,-95.3802423425,29.7605830164,L
251,608 LAMB ST,-95.3803043929,29.760580612200002,L
252,606 LAMB ST,-95.3803043228,29.7606055572,L
253,609 LAMB ST,-95.3802424137,29.7605576486,L
254,610 LAMB ST,-95.3803044629,29.7605556672,L
255,612 LAMB ST,-95.3803045329,29.7605307222,L
256,618 LAMB ST,-95.380304743,29.7604558872,L
257,614 LAMB ST,-95.3803046029,29.7605057772,L
258,704 LAMB ST,-95.3803040517,29.7601227521,L
259,706 LAMB ST,-95.3803037547,29.7600589678,L
260,703 LAMB ST,-95.3802422732,29.7601796692,L
261,709 LAMB ST,-95.380241283,29.7599670549,L
262,710 LAMB ST,-95.3803031605,29.7599313992,L
263,711 LAMB ST,-95.380240953,29.7598961835,L
264,712 LAMB ST,-95.3803028635,29.759867615,L
265,713 LAMB ST,-95.380240623,29.7598253121,L
266,812 LAMB ST,-95.3803060917,29.759054263,L
267,813 LAMB ST,-95.3802444857,29.759011761,L
268,715 LAMB ST,-95.3802402929,29.7597544407,L
269,815 LAMB ST,-95.380245209,29.7589417375,L
270,814 LAMB ST,-95.3803067426,29.7589912419,L
271,816 LAMB ST,-95.3803073936,29.7589282207,L
272,817 LAMB ST,-95.3802459323,29.758871714,L
273,818 LAMB ST,-95.3803080445,29.7588651996,L
274,820 LAMB ST,-95.3803086955,29.7588021784,L
275,903 LAMB ST,-95.3802459075,29.7585508844,L
276,904 LAMB ST,-95.3803073558,29.7584937058,L
277,902 LAMB ST,-95.380308021,29.7585574775,L
278,906 LAMB ST,-95.3803066905,29.7584299341,L
279,908 LAMB ST,-95.3803060253,29.7583661625,L
280,905 LAMB ST,-95.3802451684,29.758480027,L
281,909 LAMB ST,-95.3802436902,29.7583383122,L
282,912 LAMB ST,-95.3803046948,29.7582386191,L
283,913 LAMB ST,-95.3802422119,29.7581965973,L
284,408 LION ST,-95.379417537,29.7620575332,L
285,914 LAMB ST,-95.3803040296,29.7581748474,L
286,505 LION ST,-95.3793514495,29.7615538522,L
287,518 LION ST,-95.3794107225,29.7612083559,L
288,501 LION ST,-95.3793523575,29.7616670054,L
289,608 LION ST,-95.3794071069,29.7607578429,L
290,610 LION ST,-95.3794066672,29.7607030549,L
291,609 LION ST,-95.3793448695,29.7607338717,L
292,614 LION ST,-95.3794057878,29.7605934788,L
293,617 LION ST,-95.3793429154,29.7604903693,L
294,615 LION ST,-95.379343404,29.7605512449,L
295,700 LION ST,-95.3794035033,29.760248797,L
296,704 LION ST,-95.3794031616,29.7601213996,L
297,705 LION ST,-95.3793410807,29.760107371,L
298,703 LION ST,-95.3793412705,29.7601781473,L
299,713 LION ST,-95.3793403215,29.7598242657,L
300,712 LION ST,-95.3794024782,29.7598666048,L
301,714 LION ST,-95.3794023073,29.7598029061,L
302,801 LION ST,-95.3793394626,29.7594314397,L
303,803 LION ST,-95.3793394255,29.7593611439,L
304,802 LION ST,-95.3794014719,29.7593681486,L
305,807 LION ST,-95.3793393515,29.7592205523,L
306,808 LION ST,-95.3794013719,29.7591783499,L
307,805 LION ST,-95.3793393885,29.7592908481,L
308,814 LION ST,-95.3794012718,29.7589885512,L
309,818 LION ST,-95.3794012051,29.7588620187,L
310,905 LION ST,-95.3793387269,29.7584782498,L
311,816 LION ST,-95.3794012385,29.758925285,L
312,909 LION ST,-95.3793385109,29.7583381446,L
313,907 LION ST,-95.3793386189,29.7584081972,L
314,910 LION ST,-95.3794004989,29.7583030455,L
315,911 LION ST,-95.379338403,29.758268092,L
316,913 LION ST,-95.379338295,29.7581980394,L
317,912 LION ST,-95.3794004017,29.7582399981,L
318,702 SAN FELIPE AV,-95.3753301455,29.7577963392,L
319,703 SAN FELIPE AV,-95.3753199707,29.7577422823,L
320,705 SAN FELIPE AV,-95.3753969392,29.7577416829,L
321,701 SAN FELIPE AV,-95.3752430023,29.7577428818,L
322,708 SAN FELIPE AV,-95.3755899141,29.7577943158,L
323,709 SAN FELIPE AV,-95.375550876,29.7577404839,L
324,710 SAN FELIPE AV,-95.3756765037,29.7577936413,L
325,711 SAN FELIPE AV,-95.3756278445,29.7577398843,L
326,713 SAN FELIPE AV,-95.3757048129,29.7577392846,L
327,714 SAN FELIPE AV,-95.3758496827,29.757792292,L
328,715 SAN FELIPE AV,-95.3757817813,29.757738685,L
329,834 CROSBY ST,-95.3762978397,29.7590179279,L
330,813 CROSBY ST,-95.3762350655,29.7591697087,L
331,717 SAN FELIPE AV,-95.3758587498,29.7577380852,L
332,718 SAN FELIPE AV,-95.3761436618,29.7577881559,L
333,802 SAN FELIPE AV,-95.3764154073,29.7577823954,L
334,720 SAN FELIPE AV,-95.3761664499,29.7577875727,L
335,719 SAN FELIPE AV,-95.3759357182,29.7577374855,L
336,803 SAN FELIPE AV,-95.376164631,29.757733462,L
337,804 SAN FELIPE AV,-95.376457915,29.7577816558,L
338,805 SAN FELIPE AV,-95.3763716627,29.7577290119,L
339,806 SAN FELIPE AV,-95.3765004227,29.7577809161,L
340,808 SAN FELIPE AV,-95.3765429304,29.7577801765,L
341,811 SAN FELIPE AV,-95.376572056,29.757725525,L
342,815 SAN FELIPE AV,-95.3767056516,29.7577232002,L
343,816 SAN FELIPE AV,-95.3767129612,29.7577772177,L
344,813 SAN FELIPE AV,-95.3766388538,29.7577243626,L
345,817 SAN FELIPE AV,-95.3767724493,29.7577220377,L
346,813 HARDCASTLE ALLEY,-95.3768725119,29.7593005563,L
347,819 SAN FELIPE AV,-95.3768392471,29.7577208753,L
348,822 SAN FELIPE AV,-95.3768404843,29.7577749984,L
349,820 SAN FELIPE AV,-95.3767979766,29.7577757382,L
350,900 SAN FELIPE AV,-95.3771740545,29.7577685205,L
351,901 SAN FELIPE AV,-95.3770058802,29.7577177901,L
352,902 SAN FELIPE AV,-95.377217791,29.7577676317,L
353,903 SAN FELIPE AV,-95.3771726099,29.7577144013,L
354,904 SAN FELIPE AV,-95.3772615274,29.7577667428,L
355,905 SAN FELIPE AV,-95.3772288424,29.7577132584,L
356,906 SAN FELIPE AV,-95.3773052639,29.7577658539,L
357,911 SAN FELIPE AV,-95.37739754,29.7577098298,L
358,912 SAN FELIPE AV,-95.3774364732,29.7577631871,L
359,910 SAN FELIPE AV,-95.3773927367,29.757764076,L
360,913 SAN FELIPE AV,-95.3774537725,29.7577086868,L
361,914 SAN FELIPE AV,-95.3774802096,29.7577622981,L
362,915 SAN FELIPE AV,-95.3775100051,29.7577075439,L
363,916 SAN FELIPE AV,-95.377523946,29.7577614091,L
364,918 SAN FELIPE AV,-95.3775676825,29.7577605201,L
365,919 SAN FELIPE AV,-95.3777427459,29.7577028125,L
366,716 SAN FELIPE AV,-95.3759362723,29.7577916172,L
367,922 SAN FELIPE AV,-95.3777441914,29.7577569317,L
368,920 SAN FELIPE AV,-95.3777441914,29.7577569317,L
369,926 SAN FELIPE AV,-95.3777441914,29.7577569317,L
370,1000 SAN FELIPE AV,-95.3777441914,29.7577569317,L
371,1001 SAN FELIPE AV,-95.3779203287,29.757702277,L
372,1002 SAN FELIPE AV,-95.3777441914,29.7577569317,L
373,1003 SAN FELIPE AV,-95.3779803861,29.757702833,L
374,1005 SAN FELIPE AV,-95.3780404436,29.7577033891,L
375,1004 SAN FELIPE AV,-95.3777441914,29.7577569317,L
376,1007 SAN FELIPE AV,-95.378100501,29.7577039451,L
377,1008 SAN FELIPE AV,-95.3779196703,29.7577564079,L
378,1010 SAN FELIPE AV,-95.3779897374,29.7577570566,L
379,1009 SAN FELIPE AV,-95.3781605585,29.7577045011,L
380,1013 SAN FELIPE AV,-95.3782806734,29.757705613,L
381,1014 SAN FELIPE AV,-95.3781298715,29.757758354,L
382,1012 SAN FELIPE AV,-95.3780598044,29.7577577053,L
383,1015 SAN FELIPE AV,-95.3783407308,29.7577061689,L
384,1016 SAN FELIPE AV,-95.3781999386,29.7577590027,L
385,1017 SAN FELIPE AV,-95.3785476899,29.7577085877,L
386,818 SAN FELIPE AV,-95.3767554689,29.7577764779,L
387,701 SHIPMAN ST,-95.3753905756,29.7600821077,L
388,1018 SAN FELIPE AV,-95.3782700056,29.7577596513,L
389,706 SHIPMAN ST,-95.37562432,29.7601340298,L
390,708 SHIPMAN ST,-95.3757020103,29.7601332935,L
391,1019 SAN FELIPE AV,-95.3785711725,29.7577089192,L
392,711 SHIPMAN ST,-95.3757790266,29.7600784264,L
393,1020 SAN FELIPE AV,-95.3783400727,29.7577602998,L
394,709 SHIPMAN ST,-95.3757013364,29.7600791628,L
395,719 SHIPMAN ST,-95.3760897874,29.7600754807,L
396,813 SHIPMAN ST,-95.3771756827,29.7601095086,L
397,810 SHIPMAN ST,-95.3769753628,29.7601636337,L
398,816 SHIPMAN ST,-95.3773359331,29.7601636492,L
399,805 VALENTINE ST,-95.3784183877,29.7592926362,L
400,807 VALENTINE ST,-95.3784183261,29.7592255106,L
401,508 VALENTINE ST,-95.3785292201,29.7614591835,L
402,809 VALENTINE ST,-95.3784182645,29.7591583851,L
403,801 VALENTINE ST,-95.3784185108,29.759426887300002,L
404,811 VALENTINE ST,-95.378418203,29.7590912596,L
405,813 VALENTINE ST,-95.3784181414,29.759024134,L
406,901 VALENTINE ST,-95.3784178399,29.7586422983,L
407,817 VALENTINE ST,-95.3784180183,29.7588898829,L
408,902 VALENTINE ST,-95.3784798546,29.7585693999,L
409,903 VALENTINE ST,-95.378417809,29.7585603076,L
410,904 VALENTINE ST,-95.3784798271,29.7584965193,L
411,905 VALENTINE ST,-95.3784177781,29.758478317,L
412,909 VALENTINE ST,-95.3784177163,29.7583143358,L
413,907 VALENTINE ST,-95.3784177472,29.7583963264,L
414,910 VALENTINE ST,-95.3784797445,29.7582778777,L
415,912 VALENTINE ST,-95.378479717,29.7582049972,L
416,913 VALENTINE ST,-95.3784176544,29.7581503546,L
417,917 SAN FELIPE AV,-95.3775662376,29.7577064009,L
418,914 VALENTINE ST,-95.3784796895,29.7581321166,L
419,915 VALENTINE ST,-95.3784176235,29.758068364,L
420,916 VALENTINE ST,-95.3784796619,29.7580592361,L
421,906 VALENTINE ST,-95.3784797996,29.7584236388,L
422,1006 SAN FELIPE AV,-95.3777441914,29.7577569317,L
423,918 VALENTINE ST,-95.3784796344,29.7579863555,L
424,903 BAILY ST,0.0,0.0,C
425,905 BAILY ST,0.0,0.0,C
426,907 BAILY ST,0.0,0.0,C
427,909 BAILY ST,0.0,0.0,C
428,911 BAILY ST,0.0,0.0,C
429,913 BAILY ST,0.0,0.0,C
430,1107 ERICKSON ST,0.0,0.0,C
431,1111 ERICKSON ST,0.0,0.0,C
432,1112 ERICKSON ST,0.0,0.0,C
433,1114 ERICKSON ST,0.0,0.0,C
434,1116 ERICKSON ST,0.0,0.0,C
435,1205 ERICKSON ST,0.0,0.0,C
436,1210 ERICKSON ST,0.0,0.0,C
437,1212 ERICKSON ST,0.0,0.0,C
438,1218 ERICKSON ST,0.0,0.0,C
439,712 HEINER ST,0.0,0.0,C
440,518 LYONS ST,0.0,0.0,C
441,608 LYONS ST,0.0,0.0,C
442,610 LYONS ST,0.0,0.0,C
443,614 LYONS ST,0.0,0.0,C
444,703 LYONS ST,0.0,0.0,C
445,704 LYONS ST,0.0,0.0,C
446,714 LYONS ST,0.0,0.0,C
447,801 LYONS ST,0.0,0.0,C
448,802 LYONS ST,0.0,0.0,C
449,808 LYONS ST,0.0,0.0,C
450,814 LYONS ST,0.0,0.0,C
451,905 LYONS ST,0.0,0.0,C
452,907 LYONS ST,0.0,0.0,C
453,909 LYONS ST,0.0,0.0,C
454,910 LYONS ST,0.0,0.0,C
455,911 LYONS ST,0.0,0.0,C
456,912 LYONS ST,0.0,0.0,C
457,913 LYONS ST,0.0,0.0,C
458,714 SAN FELIPE ST,0.0,0.0,C
459,716 SAN FELIPE ST,0.0,0.0,C
460,1002 SAN FELIPE ST,0.0,0.0,C
461,1004 SAN FELIPE ST,0.0,0.0,C
462,1010 SAN FELIPE ST,0.0,0.0,C
463,1018 SAN FELIPE ST,0.0,0.0,C
464,1102 SAN FELIPE ST,0.0,0.0,C
465,1106 SAN FELIPE ST,0.0,0.0,C
466,1108 SAN FELIPE ST,0.0,0.0,C
467,1112 SAN FELIPE ST,0.0,0.0,C
468,1116 SAN FELIPE ST,0.0,0.0,C
469,1118 SAN FELIPE ST,0.0,0.0,C
470,1202 SAN FELIPE ST,0.0,0.0,C
471,1204 SAN FELIPE ST,0.0,0.0,C
472,1206 SAN FELIPE ST,0.0,0.0,C
473,1218 SAN FELIPE ST,0.0,0.0,C
474,1220 SAN FELIPE ST,0.0,0.0,C
